,theta,phi,flux,std
0,194.582,1.139,105.20873725371366,1.3564557476827723
1,254.752,10.945,109.3189501306437,1.8771462887883146
2,192.506,100.056,142.6955366435953,8.416283293574947
3,138.521,100.311,134.50057587787302,8.37539117093755
4,229.478,100.365,149.23413373765055,8.48814074119846
5,129.184,100.651,134.31646393005457,8.332719348425115
6,55.088,100.689,146.07301439554215,8.316131514174216
7,111.561,100.68,135.1379658625157,8.33361029604369
8,62.881,100.945,143.90905041416158,8.403676831195623
9,5.441,100.969,156.787277893403,8.106130713199308
10,97.92,101.088,136.60818974169706,8.380596952699351
11,203.509,101.126,144.68009739504265,8.339475261239562
12,175.608,101.38,139.01965056498264,8.456596638822466
13,215.523,101.399,146.82420492180503,8.364788891550129
14,244.414,101.484,151.12927738117352,8.483080722252241
15,86.346,101.487,138.4499526594667,8.424948733049511
16,330.428,101.577,158.4963761398495,8.529401901114213
17,158.221,101.662,136.01332243258787,8.422450383410137
18,236.409,101.662,149.97850192310926,8.469592278544361
19,348.493,101.898,157.9003729256645,8.38983845765427
20,16.122,102.337,154.99127800979338,7.892430271091179
21,303.501,102.592,157.625746138111,8.415690734413607
22,40.049,102.731,149.7525141872503,7.983904646653204
23,322.475,102.959,158.15883084536534,8.474056383771176
24,27.475,103.044,152.64925554860238,7.833206397505082
25,186.078,103.15,140.83695247737546,8.350029501798364
26,313.652,103.448,157.8477214433539,8.425812017016156
27,271.172,103.548,154.26590887321498,8.35009328182644
28,150.851,103.578,134.81534312152348,8.319344144119157
29,358.995,103.942,156.71072467577224,8.129183965366693
30,284.396,103.973,155.691650022791,8.317807670687195
31,262.503,104.009,153.0166601367229,8.351438495887296
32,168.993,104.087,137.27029722454716,8.357697244399477
33,124.014,104.136,133.82210133066008,8.199991717391867
34,221.141,104.26,147.1510050765168,8.291589752160563
35,341.633,104.327,157.5519567620376,8.369715256219717
36,196.883,104.411,142.73541290110558,8.236261474536896
37,68.442,104.628,141.74786583871602,8.308056958777707
38,250.139,104.658,151.17404865172168,8.350868509846979
39,297.697,104.847,156.62326549516,8.302893704028653
40,142.863,104.84,133.9354331772876,8.229639705457187
41,208.39,104.911,144.79746152303943,8.19850140444205
42,46.086,105.043,147.60846390900093,8.00302538911827
43,134.048,105.176,133.5385661892783,8.179199438337594
44,80.913,105.409,138.74060871923558,8.290425214246667
45,277.37,105.438,154.49450273461213,8.258152295665981
46,291.29,105.493,155.91522795361038,8.258192064277845
